Order ID,Date,Customer ID,Product,Category,Quantity,Price,Region,Sales,Profit
ORD1069,10/25/2023,CUST88,Chair,Furniture,2,940.95,West,1881.9,554.55
ORD1070,5/9/2023,CUST14,Shoes,Clothing,5,554.84,South,2774.2,154.45
ORD1071,6/13/2023,CUST60,Laptop,Clothing,2,262.25,East,524.5,72.97
ORD1072,11/25/2023,CUST34,Television,Electronics,2,418.79,North,837.58,140.32
ORD1073,2/5/2023,CUST2,Headphones,Clothing,1,442.78,North,442.78,93.23
ORD1074,7/18/2023,CUST15,Laptop,Clothing,5,971.77,East,4858.85,1452.01
ORD1075,4/30/2023,CUST63,Television,Furniture,2,366.9,South,733.8,127.41
ORD1076,9/1/2023,CUST17,Chair,Electronics,5,278.73,South,1393.65,159.34
ORD1077,3/29/2023,CUST100,Television,Furniture,4,457.59,South,1830.36,114.49
ORD1078,1/24/2023,CUST61,Television,Clothing,1,483.74,South,483.74,99.29
ORD1079,2/22/2023,CUST37,Laptop,Electronics,4,572.43,North,2289.72,267.23
ORD1080,8/20/2023,CUST83,Bag,Electronics,1,135.44,South,135.44,18.78
ORD1081,12/14/2023,CUST63,Laptop,Clothing,3,815.58,South,2446.74,708.59
ORD1082,12/3/2023,CUST46,Television,Clothing,1,347.79,West,347.79,40.52
ORD1083,9/4/2023,CUST34,Shoes,Electronics,4,143.82,South,575.28,31.43
ORD1084,11/30/2023,CUST45,Chair,Furniture,5,68.1,East,340.5,79.09
ORD1085,11/30/2023,CUST61,Chair,Furniture,5,921.13,South,4605.65,444.27
ORD1086,12/9/2023,CUST26,Table,Furniture,5,628.08,South,3140.4,474.19
ORD1087,1/30/2023,CUST99,Shoes,Furniture,4,77.76,East,311.04,19.45
ORD1088,12/20/2023,CUST26,Headphones,Clothing,3,913.17,East,2739.51,686.56
ORD1089,8/18/2023,CUST41,Shoes,Electronics,2,954.14,South,1908.28,97.44
ORD1090,8/17/2023,CUST43,Bag,Clothing,5,260.08,West,1300.4,176.51
ORD1091,2/9/2023,CUST50,Bag,Electronics,1,966.64,East,966.64,147.22
ORD1092,11/3/2023,CUST1,Laptop,Electronics,2,82.69,North,165.38,47.17
ORD1093,8/7/2023,CUST61,Headphones,Clothing,2,694.52,North,1389.04,130.33
ORD1094,12/31/2023,CUST52,Shoes,Furniture,5,483.21,West,2416.05,299.32
ORD1095,7/6/2023,CUST38,Bag,Clothing,4,598.39,South,2393.56,463.61
ORD1096,1/15/2023,CUST91,Table,Electronics,1,504.48,East,504.48,93.52
ORD1097,12/11/2023,CUST89,Bag,Clothing,3,534.64,South,1603.92,457.74
ORD1098,11/2/2023,CUST46,Laptop,Furniture,2,851.97,North,1703.94,410.5
ORD1099,12/23/2023,CUST25,Headphones,Clothing,3,699.85,East,2099.55,521.12
ORD1100,2/27/2023,CUST42,Chair,Electronics,3,110.66,South,331.98,29.22
ORD1101,7/15/2023,CUST23,Shoes,Clothing,4,729.92,West,2919.68,365.87
ORD1102,11/27/2023,CUST5,Laptop,Clothing,3,818.72,West,2456.16,721.47
ORD1103,9/23/2023,CUST25,Television,Furniture,4,510.44,West,2041.76,155.62
ORD1104,1/3/2023,CUST59,Chair,Furniture,4,737.75,West,2951,206.11
ORD1105,1/18/2023,CUST65,Mobile,Clothing,1,247.5,South,247.5,67.41
ORD1106,5/18/2023,CUST16,Table,Clothing,3,663.38,West,1990.14,552.2
ORD1107,10/24/2023,CUST84,Bag,Clothing,1,458.19,East,458.19,73.57
ORD1108,3/28/2023,CUST45,Headphones,Electronics,1,651.3,East,651.3,60.21
ORD1109,12/26/2023,CUST37,Bag,Electronics,5,809.68,West,4048.4,555.22
ORD1110,8/23/2023,CUST3,Television,Electronics,2,419.41,North,838.82,219.52
ORD1111,11/28/2023,CUST4,Television,Furniture,3,729.44,West,2188.32,615.81
ORD1112,5/10/2023,CUST21,Headphones,Furniture,4,784.03,North,3136.12,721.25
ORD1113,7/6/2023,CUST70,Bag,Furniture,2,891.29,West,1782.58,453.07
ORD1114,10/16/2023,CUST6,Bag,Furniture,1,189.67,North,189.67,9.84
ORD1115,5/29/2023,CUST31,Shoes,Clothing,1,551,East,551,85.61
ORD1116,9/19/2023,CUST15,Chair,Electronics,4,691.9,West,2767.6,312.43
ORD1117,8/4/2023,CUST90,Laptop,Electronics,5,72.28,East,361.4,41.17
ORD1118,1/11/2023,CUST12,Laptop,Clothing,3,182.17,North,546.51,36.36
ORD1119,8/19/2023,CUST21,Laptop,Furniture,1,821,North,821,122.64
ORD1120,11/29/2023,CUST9,Mobile,Furniture,2,313.28,South,626.56,90.21
ORD1121,10/14/2023,CUST21,Bag,Electronics,2,506.29,East,1012.58,298.76
ORD1122,10/27/2023,CUST75,Table,Furniture,4,813.88,West,3255.52,310
ORD1123,12/13/2023,CUST95,Television,Clothing,5,573.1,South,2865.5,545.94
ORD1124,11/8/2023,CUST90,Television,Electronics,3,803.76,West,2411.28,661.46
ORD1125,1/24/2023,CUST24,Laptop,Clothing,2,516.27,South,1032.54,304.4
ORD1126,11/2/2023,CUST79,Table,Clothing,2,907.15,East,1814.3,315.44
ORD1127,8/19/2023,CUST37,Table,Clothing,2,627.14,East,1254.28,281.21
ORD1128,4/5/2023,CUST8,Table,Furniture,3,544.87,North,1634.61,407.49
ORD1129,10/13/2023,CUST75,Laptop,Electronics,3,665.99,North,1997.97,464.85
ORD1130,9/16/2023,CUST78,Bag,Electronics,3,775.65,North,2326.95,674.11
ORD1131,5/27/2023,CUST3,Laptop,Furniture,3,512.63,East,1537.89,379.66
ORD1132,3/10/2023,CUST15,Shoes,Clothing,1,678.52,West,678.52,102.13
ORD1133,1/10/2023,CUST69,Chair,Clothing,4,431.7,West,1726.8,415.05
ORD1134,1/3/2023,CUST51,Bag,Electronics,5,681.78,North,3408.9,891.6
ORD1135,6/1/2023,CUST88,Chair,Furniture,2,561.09,West,1122.18,248.83
ORD1136,1/19/2023,CUST85,Mobile,Electronics,4,737.69,West,2950.76,809.77
ORD1137,6/29/2023,CUST85,Mobile,Furniture,5,981.66,North,4908.3,288.51
ORD1138,3/25/2023,CUST22,Table,Electronics,2,825.08,South,1650.16,385.86
ORD1139,10/27/2023,CUST58,Shoes,Clothing,4,852.35,East,3409.4,436.73
ORD1140,1/31/2023,CUST36,Television,Electronics,5,278.53,East,1392.65,92.27
ORD1141,3/6/2023,CUST30,Bag,Furniture,1,417.88,South,417.88,23
ORD1142,9/17/2023,CUST63,Bag,Electronics,4,176.94,South,707.76,191.83
ORD1143,9/18/2023,CUST60,Headphones,Electronics,1,168.78,North,168.78,33.37
ORD1144,12/5/2023,CUST80,Shoes,Clothing,3,892.38,South,2677.14,782.4
ORD1145,10/16/2023,CUST8,Headphones,Electronics,4,332.93,East,1331.72,223.84
ORD1146,5/19/2023,CUST84,Table,Clothing,1,823,North,823,222.38
ORD1147,5/3/2023,CUST55,Television,Furniture,2,140.95,North,281.9,77.87
ORD1148,4/6/2023,CUST34,Table,Electronics,3,524.56,West,1573.68,230.85
ORD1149,11/5/2023,CUST95,Chair,Clothing,3,589.13,East,1767.39,476.64
ORD1150,9/4/2023,CUST36,Shoes,Furniture,3,105.51,West,316.53,29.12
ORD1151,6/30/2023,CUST75,Bag,Electronics,4,327.29,West,1309.16,267.28
ORD1152,4/28/2023,CUST98,Mobile,Furniture,3,527.29,East,1581.87,290.58
ORD1153,4/19/2023,CUST33,Chair,Electronics,1,722.29,East,722.29,50.04
ORD1154,5/9/2023,CUST45,Table,Clothing,5,950.78,East,4753.9,516.79
ORD1155,10/18/2023,CUST24,Table,Electronics,1,744.63,East,744.63,211.74
ORD1156,7/31/2023,CUST64,Laptop,Furniture,4,180.49,South,721.96,37.08
ORD1157,4/8/2023,CUST92,Bag,Electronics,4,666.78,South,2667.12,211.15
ORD1158,2/15/2023,CUST16,Mobile,Electronics,3,197.54,North,592.62,41.11
ORD1159,11/20/2023,CUST79,Headphones,Electronics,4,554.51,West,2218.04,568.55
ORD1160,2/1/2023,CUST76,Television,Furniture,1,873.95,East,873.95,74.74
ORD1161,9/13/2023,CUST9,Television,Furniture,4,958.4,East,3833.6,906.24
ORD1162,2/17/2023,CUST62,Television,Furniture,5,634.13,South,3170.65,497.19
ORD1163,9/4/2023,CUST49,Chair,Clothing,5,482.03,East,2410.15,419.69
ORD1164,3/8/2023,CUST98,Mobile,Furniture,2,324.99,North,649.98,78.29
ORD1165,5/20/2023,CUST60,Table,Electronics,5,760.72,West,3803.6,911.9
ORD1166,6/7/2023,CUST59,Bag,Clothing,3,746.24,North,2238.72,647.17
ORD1167,2/16/2023,CUST57,Chair,Clothing,1,128.05,South,128.05,24.39
ORD1168,3/29/2023,CUST27,Bag,Clothing,3,297.22,West,891.66,221.48
ORD1169,3/17/2023,CUST68,Chair,Furniture,1,410.74,North,410.74,78.37
ORD1170,3/19/2023,CUST54,Bag,Electronics,2,978.3,South,1956.6,352.89
ORD1171,9/21/2023,CUST7,Bag,Electronics,1,450.25,West,450.25,65.47
ORD1172,9/25/2023,CUST8,Table,Furniture,5,183.18,East,915.9,135.26
ORD1173,6/2/2023,CUST32,Table,Electronics,2,117.89,South,235.78,36.08
ORD1174,8/6/2023,CUST23,Chair,Furniture,4,458.04,North,1832.16,330.06
ORD1175,1/27/2023,CUST92,Mobile,Electronics,5,414.66,West,2073.3,293.21
ORD1176,12/20/2023,CUST33,Chair,Clothing,4,763.7,North,3054.8,196.16
ORD1177,7/25/2023,CUST21,Mobile,Clothing,3,787.79,North,2363.37,667.09
ORD1178,8/26/2023,CUST27,Bag,Furniture,1,75.7,West,75.7,9.15
ORD1179,8/30/2023,CUST65,Mobile,Furniture,1,494.92,South,494.92,47.99
ORD1180,1/14/2023,CUST90,Shoes,Clothing,1,871.21,South,871.21,83
ORD1181,8/9/2023,CUST33,Table,Clothing,5,297.26,South,1486.3,378.76
ORD1182,10/16/2023,CUST58,Bag,Clothing,2,916.39,North,1832.78,525.91
ORD1183,3/10/2023,CUST64,Chair,Clothing,3,824,South,2472,169.14
ORD1184,4/6/2023,CUST31,Chair,Furniture,3,948.68,South,2846.04,246.71
ORD1185,3/20/2023,CUST64,Laptop,Electronics,4,755.82,North,3023.28,155.04
ORD1186,4/28/2023,CUST63,Shoes,Clothing,5,720.34,South,3601.7,933.05
ORD1187,12/8/2023,CUST73,Chair,Clothing,2,66.26,South,132.52,35.59
ORD1188,10/27/2023,CUST63,Headphones,Clothing,5,88.76,East,443.8,27.07
ORD1189,7/28/2023,CUST58,Laptop,Furniture,3,286.31,West,858.93,183.98
ORD1190,12/20/2023,CUST23,Headphones,Furniture,3,202.98,South,608.94,138.24
ORD1191,3/8/2023,CUST16,Table,Furniture,2,386.96,West,773.92,119.15
ORD1192,4/30/2023,CUST34,Chair,Clothing,1,232.74,East,232.74,52.05
ORD1193,1/28/2023,CUST100,Bag,Clothing,2,798.78,North,1597.56,295.84
ORD1194,2/9/2023,CUST42,Bag,Clothing,2,692.01,West,1384.02,247.62
ORD1195,6/20/2023,CUST23,Headphones,Furniture,5,400.97,East,2004.85,589.52
ORD1196,10/30/2023,CUST98,Laptop,Electronics,4,688.81,East,2755.24,718.32
ORD1197,9/6/2023,CUST43,Mobile,Clothing,5,303.92,North,1519.6,305.9
ORD1198,9/13/2023,CUST5,Mobile,Clothing,1,838.94,North,838.94,148.42
ORD1199,4/7/2023,CUST36,Shoes,Furniture,4,744.15,West,2976.6,172.82
ORD1200,5/3/2023,CUST75,Bag,Furniture,2,325.84,South,651.68,163.4
ORD1201,4/20/2023,CUST49,Shoes,Clothing,2,889.1,South,1778.2,455.48
ORD1202,6/7/2023,CUST66,Shoes,Electronics,4,991.37,North,3965.48,816.87
ORD1203,12/13/2023,CUST6,Chair,Electronics,2,270.51,South,541.02,143.21
ORD1204,10/31/2023,CUST6,Headphones,Clothing,1,443.5,East,443.5,98.53
ORD1205,7/27/2023,CUST88,Headphones,Electronics,1,958.76,North,958.76,165.81
ORD1206,10/19/2023,CUST48,Chair,Clothing,4,932.28,South,3729.12,566.87
ORD1207,3/4/2023,CUST25,Table,Clothing,3,268.76,North,806.28,83.31
ORD1208,4/12/2023,CUST48,Table,Furniture,4,769.55,East,3078.2,278.98
ORD1209,6/14/2023,CUST46,Mobile,Electronics,2,662.34,North,1324.68,102.63
ORD1210,4/26/2023,CUST87,Shoes,Electronics,3,618.45,East,1855.35,266.34
ORD1211,3/14/2023,CUST43,Mobile,Electronics,4,462.75,East,1851,375.1
ORD1212,1/13/2023,CUST9,Table,Furniture,1,901.93,South,901.93,242.38
ORD1213,1/17/2023,CUST59,Table,Furniture,4,162.53,South,650.12,88.63
ORD1214,9/9/2023,CUST29,Headphones,Furniture,4,941.22,South,3764.88,885.27
ORD1215,12/15/2023,CUST18,Shoes,Furniture,4,687.75,East,2751,501.56
ORD1216,9/21/2023,CUST70,Table,Electronics,1,757.11,East,757.11,214.93
ORD1217,7/1/2023,CUST21,Headphones,Electronics,1,113.25,East,113.25,21.34
ORD1218,3/24/2023,CUST86,Bag,Electronics,1,880.77,North,880.77,247.21
ORD1219,2/23/2023,CUST51,Headphones,Furniture,5,738.81,East,3694.05,765.67
ORD1220,11/9/2023,CUST14,Bag,Clothing,3,806.11,West,2418.33,216.63
ORD1221,12/25/2023,CUST31,Laptop,Electronics,4,514.34,South,2057.36,307.04
ORD1222,12/12/2023,CUST50,Bag,Electronics,1,93.19,South,93.19,15.23
ORD1223,2/7/2023,CUST63,Mobile,Furniture,5,563.46,North,2817.3,241.33
ORD1224,2/12/2023,CUST49,Shoes,Furniture,2,881.42,North,1762.84,396.95
ORD1225,1/4/2023,CUST81,Shoes,Electronics,4,376.81,South,1507.24,378.29
ORD1226,4/15/2023,CUST87,Table,Clothing,3,198.27,East,594.81,37.32
ORD1227,6/24/2023,CUST32,Mobile,Electronics,5,406.17,West,2030.85,111.43
ORD1228,3/8/2023,CUST84,Laptop,Electronics,2,792.68,East,1585.36,127.44
ORD1229,12/11/2023,CUST28,Chair,Clothing,2,881.47,West,1762.94,415.28
ORD1230,2/11/2023,CUST85,Chair,Furniture,2,965.92,East,1931.84,136.5
ORD1231,4/19/2023,CUST89,Headphones,Clothing,5,864.45,South,4322.25,820.76
ORD1232,12/9/2023,CUST42,Headphones,Furniture,1,178.09,East,178.09,10.17
ORD1233,8/22/2023,CUST50,Headphones,Clothing,5,563.87,North,2819.35,819.36
ORD1234,11/16/2023,CUST40,Shoes,Clothing,4,233.68,East,934.72,198.47
ORD1235,12/4/2023,CUST18,Headphones,Furniture,4,595.94,South,2383.76,572.68
ORD1236,4/29/2023,CUST37,Bag,Clothing,2,384.15,North,768.3,60.21
ORD1237,12/18/2023,CUST21,Chair,Furniture,1,810.38,North,810.38,206.06
ORD1238,12/3/2023,CUST22,Laptop,Furniture,1,831.41,North,831.41,127.71
ORD1239,2/21/2023,CUST72,Headphones,Electronics,2,424.24,East,848.48,101.22
ORD1240,4/29/2023,CUST88,Table,Furniture,5,252.56,East,1262.8,295.19
ORD1241,6/8/2023,CUST5,Table,Clothing,4,439.92,South,1759.68,356.06
ORD1242,4/6/2023,CUST67,Television,Clothing,5,556.81,West,2784.05,787.82
ORD1243,7/21/2023,CUST59,Laptop,Clothing,3,138.45,East,415.35,41.72
ORD1244,10/9/2023,CUST86,Table,Furniture,3,509.27,North,1527.81,321.84
ORD1245,4/30/2023,CUST56,Laptop,Electronics,2,272.48,West,544.96,90
ORD1246,6/28/2023,CUST11,Bag,Clothing,5,847.35,West,4236.75,804.35
ORD1247,3/9/2023,CUST51,Television,Electronics,4,261.67,East,1046.68,132.5
ORD1248,1/3/2023,CUST85,Bag,Electronics,4,784.63,North,3138.52,896.95
ORD1249,2/17/2023,CUST87,Shoes,Electronics,2,312.81,West,625.62,55.72
ORD1250,11/10/2023,CUST31,Headphones,Electronics,4,826.55,North,3306.2,947.09
ORD1251,5/15/2023,CUST21,Laptop,Clothing,4,989.29,North,3957.16,1106.93
ORD1252,7/19/2023,CUST41,Mobile,Electronics,1,834.62,West,834.62,166.37
ORD1253,3/17/2023,CUST80,Television,Clothing,3,789.64,North,2368.92,295.43
ORD1254,12/5/2023,CUST5,Television,Electronics,3,283.06,West,849.18,157.71
ORD1255,3/18/2023,CUST76,Mobile,Clothing,2,477.42,West,954.84,226.29
ORD1256,12/7/2023,CUST70,Shoes,Clothing,1,970.47,East,970.47,55.34
ORD1257,7/26/2023,CUST51,Shoes,Electronics,4,678.83,East,2715.32,177.66
ORD1258,2/23/2023,CUST94,Laptop,Clothing,2,723.12,North,1446.24,86.48
ORD1259,9/28/2023,CUST20,Shoes,Furniture,3,812.41,South,2437.23,234.31
ORD1260,2/27/2023,CUST87,Shoes,Furniture,3,428.6,North,1285.8,340.34
ORD1261,1/18/2023,CUST64,Shoes,Clothing,3,721.65,South,2164.95,553.49
ORD1262,7/26/2023,CUST21,Headphones,Electronics,1,288.39,East,288.39,35.16
ORD1263,5/26/2023,CUST69,Television,Furniture,2,318.1,East,636.2,146.9
ORD1264,3/10/2023,CUST66,Television,Clothing,2,769.9,West,1539.8,97.1
ORD1265,3/15/2023,CUST59,Table,Clothing,1,668.59,North,668.59,76.22
ORD1266,2/4/2023,CUST69,Mobile,Furniture,3,837.37,East,2512.11,649.74
ORD1267,2/24/2023,CUST80,Table,Clothing,5,891.03,East,4455.15,1165.76
ORD1268,11/28/2023,CUST84,Shoes,Electronics,3,772.76,North,2318.28,415.39
ORD1269,9/2/2023,CUST56,Bag,Clothing,2,725.9,North,1451.8,86.59
ORD1270,11/5/2023,CUST66,Mobile,Furniture,2,982.99,East,1965.98,240.48
ORD1271,8/15/2023,CUST48,Bag,Clothing,4,611.76,South,2447.04,432.55
ORD1272,2/10/2023,CUST24,Table,Electronics,3,388.58,South,1165.74,271.99
ORD1273,3/30/2023,CUST47,Laptop,Clothing,3,100.93,South,302.79,54.36
ORD1274,3/29/2023,CUST81,Chair,Clothing,5,472.41,South,2362.05,392.28
ORD1275,9/6/2023,CUST6,Chair,Electronics,4,978.96,West,3915.84,789.74
ORD1276,3/1/2023,CUST65,Mobile,Clothing,5,787.25,North,3936.25,392.93
ORD1277,2/28/2023,CUST94,Television,Electronics,1,319.82,North,319.82,36.22
ORD1278,3/11/2023,CUST61,Chair,Clothing,4,835.3,South,3341.2,771.54
ORD1279,9/10/2023,CUST42,Headphones,Electronics,3,217.24,North,651.72,83.76
ORD1280,8/8/2023,CUST36,Headphones,Electronics,1,273.94,South,273.94,80.53
ORD1281,10/7/2023,CUST39,Bag,Electronics,4,385.19,North,1540.76,414.55
ORD1282,10/2/2023,CUST80,Shoes,Furniture,5,590.24,East,2951.2,699.06
ORD1283,1/30/2023,CUST44,Headphones,Furniture,3,429.92,East,1289.76,108
ORD1284,5/4/2023,CUST85,Shoes,Clothing,1,164.2,North,164.2,23.59
ORD1285,7/13/2023,CUST56,Shoes,Furniture,4,244.16,East,976.64,58.33
ORD1286,9/2/2023,CUST37,Laptop,Clothing,5,284.32,North,1421.6,181.16
ORD1287,4/7/2023,CUST44,Headphones,Electronics,2,608.45,North,1216.9,313.39
ORD1288,4/16/2023,CUST6,Shoes,Electronics,1,790.71,West,790.71,145.45
ORD1289,7/9/2023,CUST30,Headphones,Electronics,5,756.63,West,3783.15,356.34
ORD1290,4/2/2023,CUST96,Table,Electronics,5,948.01,West,4740.05,1267.65
ORD1291,2/24/2023,CUST31,Television,Electronics,3,395.78,East,1187.34,220.99
ORD1292,4/14/2023,CUST5,Chair,Electronics,4,128.17,South,512.68,134.32
ORD1293,8/30/2023,CUST36,Bag,Clothing,3,721.53,East,2164.59,383.34
ORD1294,8/2/2023,CUST45,Bag,Electronics,2,729.56,North,1459.12,269.96
ORD1295,12/23/2023,CUST37,Shoes,Clothing,4,117.72,West,470.88,95.94
ORD1296,3/18/2023,CUST27,Headphones,Electronics,2,580.58,West,1161.16,195.41
ORD1297,11/1/2023,CUST46,Bag,Clothing,3,405.98,North,1217.94,95.04
ORD1298,4/24/2023,CUST55,Laptop,Clothing,3,231.33,West,693.99,181.58
ORD1299,8/12/2023,CUST66,Table,Clothing,4,700.71,East,2802.84,793.2
ORD1300,10/28/2023,CUST90,Bag,Furniture,5,112.99,South,564.95,115.92
ORD1301,9/1/2023,CUST72,Headphones,Electronics,4,359.24,North,1436.96,349.4
ORD1302,7/4/2023,CUST53,Shoes,Electronics,4,537.07,South,2148.28,227.58
ORD1303,7/11/2023,CUST35,Television,Furniture,1,992.39,South,992.39,137.24
ORD1304,4/3/2023,CUST55,Mobile,Furniture,2,461.02,West,922.04,122.05
ORD1305,6/9/2023,CUST64,Television,Clothing,4,890.79,South,3563.16,409.11
ORD1306,10/12/2023,CUST96,Headphones,Electronics,1,127.57,North,127.57,14.92
ORD1307,5/28/2023,CUST59,Chair,Electronics,4,398.65,North,1594.6,166.55
ORD1308,10/15/2023,CUST27,Bag,Clothing,1,159.91,East,159.91,31.34
ORD1309,8/4/2023,CUST45,Mobile,Clothing,3,926.41,East,2779.23,704.84
ORD1310,8/1/2023,CUST87,Television,Electronics,4,70.8,South,283.2,32.78
ORD1311,7/13/2023,CUST48,Table,Furniture,1,189.3,South,189.3,18.84
ORD1312,3/28/2023,CUST2,Table,Electronics,2,190.25,West,380.5,77.09
ORD1313,8/13/2023,CUST24,Bag,Electronics,1,522.65,South,522.65,98.01
ORD1314,8/31/2023,CUST5,Chair,Electronics,2,748.86,South,1497.72,94.38
ORD1315,2/5/2023,CUST87,Bag,Clothing,1,853.86,North,853.86,68.01
ORD1316,7/5/2023,CUST44,Shoes,Electronics,2,498.78,West,997.56,271.31
ORD1317,11/16/2023,CUST33,Table,Furniture,5,540.61,East,2703.05,170.5
